Date&Time,Bit depth (m),Total RPM,Hook height (m),Torque on bit (lbf.ft),Tension (klbf),Motor RPM,Mud flow (l/mn),SPP (psi),RPM top (rpm),Surface Torque (lbf.ft),ROP (m/h),WOB (klbf)
2018-09-07 15:51:05,3173.734,253.723,12.547,1134.91709,151.391,143.723,1105.56,3883.377,110.0,5080.053,23.063,10.856
2018-09-07 15:51:10,3173.763,253.723,12.519,1117.87359,151.247,143.723,1102.896,3881.138,110.0,4632.048,22.949,10.422
2018-09-07 15:51:15,3173.791,253.03,12.49,1104.3536900000001,150.911,143.03,1102.896,3885.329,110.0,4670.049,22.834,11.073
2018-09-07 15:51:20,3173.814,253.723,12.467,1168.4181,150.821,143.723,1105.56,3888.472,110.0,4714.049,22.377,11.073
2018-09-07 15:51:25,3173.843,253.723,12.439,1142.55794,150.588,143.723,1105.56,3884.944,110.0,4792.05,22.263,11.371
2018-09-07 15:51:30,3173.877,253.03,12.404,1126.69025,150.141,143.03,1102.896,3885.952,110.0,4848.05,22.491,12.062
2018-09-07 15:51:35,3173.905,253.723,12.376,1160.7772499999999,150.006,143.723,1105.56,3885.509,110.0,5034.052,22.377,11.829
2018-09-07 15:51:40,3173.928,253.723,12.353,1089.9567200000001,149.801,143.723,1105.56,3884.78,110.0,4904.051,21.92,12.239
2018-09-07 15:51:45,3173.951,253.434,12.33,1117.4331399999999,149.666,143.434,1103.34,3885.501,110.0,5161.72,21.463,12.29
2018-09-07 15:51:50,3173.98,253.665,12.301,1119.4898500000002,149.511,143.665,1105.116,3890.382,110.0,4816.383,21.349,12.462
2018-09-07 15:51:55,3174.003,253.365,12.279,1119.60475,149.328,143.365,1105.471,3892.922,110.0,4887.317,20.909,12.649
2018-09-07 15:52:00,3174.031,253.03,12.25,1129.62786,149.253,143.03,1100.232,3895.245,110.0,5106.053,20.88,12.947
2018-09-07 15:52:05,3174.054,253.723,12.227,1174.00224,149.129,143.723,1105.56,3901.743,110.0,5174.054,20.509,12.923
2018-09-07 15:52:10,3174.083,253.723,12.199,1220.7282400000001,149.365,143.723,1105.56,3913.299,110.0,5528.057,20.48,12.882
2018-09-07 15:52:15,3174.111,253.376,12.17,1289.1971500000002,149.822,143.376,1102.896,3923.109,110.0,5198.054,20.451,12.078
2018-09-07 15:52:20,3174.14,253.723,12.141,1291.84368,150.01,143.723,1102.896,3931.89,110.0,5434.056,20.423,12.376
2018-09-07 15:52:25,3174.168,253.376,12.113,1280.08558,150.496,143.376,1105.56,3924.787,110.0,5484.057,20.394,11.371
2018-09-07 15:52:30,3174.197,253.03,12.084,1280.38432,150.823,143.03,1100.232,3921.893,110.0,4860.051,20.017,10.816
2018-09-07 15:52:35,3174.225,253.376,12.056,1260.39938,151.096,143.376,1105.56,3925.326,110.0,4780.05,20.337,10.744
2018-09-07 15:52:40,3174.26,253.03,12.021,1238.65264,151.37,143.03,1100.232,3911.893,110.0,4998.052,20.651,10.221
2018-09-07 15:52:45,3174.288,253.376,11.993,1161.07216,151.614,143.376,1102.896,3897.51,110.0,4762.05,20.623,10.414
2018-09-07 15:52:50,3174.317,253.723,11.964,1124.33863,151.754,143.723,1105.56,3881.234,110.0,4654.048,20.594,9.947
2018-09-07 15:52:55,3174.345,253.723,11.936,1077.90754,151.897,143.723,1105.56,3869.043,110.0,4656.048,20.571,10.108
2018-09-07 15:53:00,3174.38,253.434,11.901,1029.51549,152.107,143.434,1103.34,3859.793,110.0,4790.05,20.914,9.851
2018-09-07 15:53:05,3174.408,253.665,11.873,1031.08579,152.109,143.665,1102.452,3856.438,110.0,4538.047,20.914,9.634
2018-09-07 15:53:10,3174.443,253.711,11.839,997.60393,152.219,143.711,1104.938,3853.911,110.0,4707.649,21.257,9.759
2018-09-07 15:53:15,3174.477,253.723,11.804,995.9187300000001,152.052,143.723,1105.56,3845.363,110.0,4566.047,21.6,9.811
2018-09-07 15:53:20,3174.511,253.723,11.77,928.6218,152.229,143.723,1105.56,3837.505,110.0,4926.051,21.943,9.561
2018-09-07 15:53:25,3174.545,253.723,11.736,948.89782,152.16,143.723,1102.896,3835.868,110.0,4972.052,22.286,9.481
2018-09-07 15:53:30,3174.58,253.03,11.701,933.32504,152.208,143.03,1102.896,3834.214,110.0,4804.05,22.629,9.682
2018-09-07 15:53:35,3174.614,253.376,11.667,951.83543,152.249,143.376,1100.232,3834.439,110.0,4916.051,22.971,9.32
2018-09-07 15:53:40,3174.643,253.376,11.639,963.8846100000001,152.197,143.376,1105.56,3841.223,110.0,4672.049,22.971,9.811
2018-09-07 15:53:45,3174.677,253.376,11.604,961.2419100000001,152.122,143.376,1102.896,3838.369,110.0,4738.049,23.314,9.465
2018-09-07 15:53:50,3174.711,253.723,11.57,955.95268,151.949,143.723,1105.56,3839.796,110.0,4426.046,23.657,10.1
2018-09-07 15:53:55,3174.745,253.723,11.536,987.98297,151.768,143.723,1105.56,3849.929,110.0,5022.052,23.954,10.012
2018-09-07 15:54:00,3174.768,253.723,11.513,1028.24393,151.781,143.723,1105.56,3860.265,110.0,5162.054,23.383,9.586
2018-09-07 15:54:05,3174.803,253.376,11.479,1039.40838,151.83,143.376,1102.896,3868.758,110.0,5038.052,23.497,9.867
2018-09-07 15:54:10,3174.831,253.723,11.45,1079.22889,152.09,143.723,1105.56,3869.584,110.0,4790.05,23.269,9.609
2018-09-07 15:54:15,3174.865,253.376,11.416,1051.6069300000001,152.132,143.376,1102.896,3869.4,110.0,5086.053,23.383,9.762
2018-09-07 15:54:20,3174.9,253.654,11.381,1074.29202,152.356,143.654,1105.027,3869.624,110.0,5209.254,23.497,9.133
2018-09-07 15:54:25,3174.934,253.723,11.347,1057.33661,152.477,143.723,1105.56,3868.17,110.0,4834.05,23.611,9.593
2018-09-07 15:54:30,3174.968,253.723,11.313,1062.03602,152.5,143.723,1105.56,3863.569,110.0,4702.049,23.337,8.789
2018-09-07 15:54:35,3175.008,253.376,11.273,1041.17401,152.705,143.376,1100.232,3869.426,110.0,4524.047,24.183,9.039
2018-09-07 15:54:40,3175.043,253.376,11.239,1059.09841,152.585,143.376,1105.56,3864.554,110.0,4628.048,24.297,9.038
2018-09-07 15:54:45,3175.077,253.376,11.204,1041.46892,152.52,143.376,1102.896,3857.86,110.0,4630.048,24.411,9.232
2018-09-07 15:54:50,3175.111,253.723,11.17,1005.90737,152.602,143.723,1105.56,3851.492,110.0,4820.05,24.526,8.926
2018-09-07 15:54:55,3175.145,232.571,11.136,995.3289100000001,152.631,143.723,1105.56,3848.488,110.0,4454.046,24.623,8.91
2018-09-07 15:55:00,3175.18,253.376,11.101,963.8884400000001,152.584,143.376,1102.896,3847.266,110.0,4388.046,24.651,8.998
2018-09-07 15:55:05,3175.214,253.723,11.067,992.3913000000001,152.507,143.723,1105.56,3847.981,110.0,4742.049,24.274,8.765
2018-09-07 15:55:10,3175.243,253.376,11.039,982.39883,152.545,143.376,1105.56,3847.782,110.0,4412.046,24.366,9.264
2018-09-07 15:55:15,3175.271,253.723,11.01,982.6937399999999,152.325,143.723,1105.56,3843.962,110.0,4634.048,24.051,9.191
2018-09-07 15:55:20,3175.311,253.723,10.97,1013.8431300000001,152.384,143.723,1105.56,3847.462,110.0,4904.051,24.423,9.304
2018-09-07 15:55:25,3175.34,253.723,10.941,988.5689600000001,152.261,143.723,1105.56,3850.707,110.0,4916.051,24.109,9.014
2018-09-07 15:55:30,3175.374,253.376,10.907,989.39241,152.144,143.376,1102.896,3848.015,110.0,4701.249,24.137,9.185
2018-09-07 15:55:35,3175.408,253.723,10.873,1004.7353900000002,151.88,143.723,1105.56,3848.213,110.0,5132.053,24.166,9.851
2018-09-07 15:55:40,3175.437,253.376,10.844,1040.28928,151.778,143.376,1102.896,3859.604,110.0,4874.051,23.446,9.633
2018-09-07 15:55:45,3175.471,253.376,10.81,1025.01141,151.937,143.376,1102.896,3859.376,110.0,4646.048,23.88,9.923
2018-09-07 15:55:50,3175.511,253.03,10.77,1047.05306,151.86,143.03,1100.232,3862.217,110.0,4848.05,24.251,9.481
2018-09-07 15:55:55,3175.54,253.723,10.741,1081.14006,151.672,143.723,1105.56,3871.873,110.0,4926.051,23.943,10.092
2018-09-07 15:56:00,3175.574,253.376,10.707,1089.07582,151.559,143.376,1102.896,3870.301,110.0,4606.048,24.0,9.811
2018-09-07 15:56:05,3175.603,253.723,10.679,1032.65226,151.441,143.723,1105.56,3863.264,110.0,4588.048,23.714,10.518
2018-09-07 15:56:10,3175.631,253.723,10.65,1039.7032900000002,151.244,143.723,1105.56,3859.108,110.0,4850.05,23.429,10.285
2018-09-07 15:56:15,3175.66,253.376,10.621,1036.1758599999998,150.966,143.376,1105.56,3854.325,110.0,4902.051,23.143,10.743
2018-09-07 15:56:20,3175.688,253.723,10.593,1045.28743,150.757,143.723,1105.56,3860.761,110.0,4780.05,22.857,11.089
2018-09-07 15:56:25,3175.717,253.723,10.564,1080.25916,150.901,143.723,1105.56,3873.601,110.0,4998.052,22.571,10.687
2018-09-07 15:56:30,3175.751,253.723,10.53,1089.3669,151.008,143.723,1102.896,3877.989,110.0,4982.052,22.629,10.912
2018-09-07 15:56:35,3175.78,253.434,10.501,1105.1886299999999,151.357,143.434,1103.34,3879.321,110.0,5040.052,22.343,10.454
2018-09-07 15:56:40,3175.808,253.665,10.473,1042.1046999999999,151.249,143.665,1102.452,3872.719,110.0,4878.051,22.057,10.47
2018-09-07 15:56:45,3175.837,253.365,10.444,1026.25616,151.36,143.365,1104.938,3869.563,110.0,4761.649,21.771,10.393
2018-09-07 15:56:50,3175.871,253.376,10.41,1034.70897,151.47,143.376,1102.896,3866.171,110.0,4914.051,21.429,10.43
2018-09-07 15:56:55,3175.9,253.723,10.381,1022.6597899999999,151.63,143.723,1105.56,3868.095,110.0,4794.05,21.589,10.197
2018-09-07 15:57:00,3175.94,253.03,10.341,1049.1059400000001,151.667,143.03,1100.232,3868.011,110.0,4886.051,22.217,10.14
2018-09-07 15:57:05,3175.968,253.376,10.313,1014.13804,151.714,143.376,1102.896,3866.714,110.0,5110.053,22.16,10.181
2018-09-07 15:57:10,3176.003,253.376,10.279,1049.69576,151.773,143.376,1102.896,3871.198,110.0,5110.053,22.446,9.98
2018-09-07 15:57:15,3176.031,253.723,10.25,1042.34982,151.74,143.723,1105.56,3877.195,110.0,4782.05,22.389,10.229
2018-09-07 15:57:20,3176.065,253.376,10.216,1064.97746,151.687,143.376,1102.896,3872.724,110.0,4972.052,22.674,10.229
2018-09-07 15:57:25,3176.094,253.723,10.187,1002.97359,151.609,143.723,1102.896,3865.91,110.0,4942.051,22.263,10.567
2018-09-07 15:57:30,3176.123,253.03,10.159,1054.3990000000001,151.499,143.03,1102.896,3862.535,110.0,5054.053,22.56,10.285
2018-09-07 15:57:35,3176.157,232.571,10.124,1032.35735,151.387,143.723,1105.56,3862.285,110.0,5026.052,22.846,11.097
2018-09-07 15:57:40,3176.185,253.03,10.096,1082.02096,151.39,143.03,1102.896,3864.259,110.0,5008.052,22.789,10.382
2018-09-07 15:57:45,3176.208,253.376,10.073,1062.92075,151.538,143.376,1102.896,3871.602,110.0,5068.053,22.389,10.856
2018-09-07 15:57:50,3176.243,253.723,10.039,1132.12502,151.48,143.723,1103.34,3876.571,110.0,5081.72,22.674,10.38
2018-09-07 15:57:55,3176.271,253.376,10.01,1070.12115,151.61,143.376,1105.116,3869.632,110.0,4856.384,22.594,11.123
2018-09-07 15:58:00,3176.3,253.654,9.981,1058.60051,151.728,143.654,1105.471,3863.932,110.0,4919.318,22.423,10.491
2018-09-07 15:58:05,3176.334,253.376,9.947,1015.60493,151.827,143.376,1102.896,3858.355,110.0,5118.053,22.594,10.51
2018-09-07 15:58:10,3176.368,253.723,9.913,1046.7581500000001,151.897,143.723,1102.896,3862.063,110.0,4822.05,22.766,10.173
2018-09-07 15:58:15,3176.408,253.723,9.873,1061.1551200000001,152.013,143.723,1105.56,3864.562,110.0,5010.052,22.903,10.382
2018-09-07 15:58:20,3176.443,253.376,9.839,1059.98314,151.904,143.376,1102.896,3866.626,110.0,4918.051,23.451,10.711
2018-09-07 15:58:25,3176.471,253.723,9.81,1082.02096,151.954,143.723,1102.896,3866.082,110.0,4888.051,23.28,10.575
2018-09-07 15:58:30,3176.505,253.376,9.776,1066.15327,151.978,143.376,1105.56,3872.128,110.0,5062.053,23.451,10.607
2018-09-07 15:58:35,3176.534,253.723,9.747,1125.21953,151.938,143.723,1105.56,3879.388,110.0,4928.051,23.28,10.51
2018-09-07 15:58:40,3176.574,253.376,9.707,1047.0492299999999,152.052,143.376,1102.896,3867.004,110.0,4886.051,23.794,10.518
2018-09-07 15:58:45,3176.608,253.376,9.673,1027.65794,152.005,143.376,1105.56,3858.669,110.0,4642.048,23.966,10.599
2018-09-07 15:58:50,3176.631,253.376,9.65,986.80716,151.695,143.376,1102.896,3845.698,110.0,4506.047,23.451,11.226
2018-09-07 15:58:55,3176.665,253.723,9.616,940.0849900000001,151.591,143.723,1105.56,3839.754,110.0,4766.05,23.606,10.896
2018-09-07 15:59:00,3176.7,253.723,9.581,954.58154,151.474,143.723,1105.56,3845.101,110.0,4880.051,23.691,11.245
2018-09-07 15:59:05,3176.734,253.723,9.547,1032.84759,151.463,143.723,1105.56,3857.869,110.0,5088.053,23.777,11.014
2018-09-07 15:59:10,3176.768,253.376,9.513,1070.83353,151.602,143.376,1102.896,3873.292,110.0,5293.655,23.863,11.097
2018-09-07 15:59:15,3176.803,253.723,9.479,1121.10611,151.726,143.723,1105.56,3880.173,110.0,4954.052,23.949,10.695
2018-09-07 15:59:20,3176.837,253.03,9.444,1141.96812,151.905,143.03,1100.232,3884.551,110.0,5202.054,24.034,10.92
2018-09-07 15:59:25,3176.877,253.723,9.404,1136.38781,152.046,143.723,1102.896,3885.61,110.0,4858.051,24.069,10.591
2018-09-07 15:59:30,3176.917,253.376,9.364,1151.9605900000001,152.01,143.376,1105.56,3887.426,110.0,5090.053,24.891,10.744
2018-09-07 15:59:35,3176.951,253.376,9.33,1125.8055200000001,151.955,143.376,1102.896,3887.594,110.0,5036.052,24.977,10.784
2018-09-07 15:59:40,3176.985,253.723,9.296,1101.1211700000001,151.833,143.723,1105.56,3877.81,110.0,4700.049,25.063,10.559
2018-09-07 15:59:45,3177.014,253.723,9.267,1035.58987,151.293,143.723,1105.56,3863.565,110.0,4538.047,24.806,11.532
2018-09-07 15:59:50,3177.054,253.03,9.227,1054.10409,150.493,143.03,1100.232,3860.819,110.0,4644.048,25.234,12.207
2018-09-07 15:59:55,3177.088,253.376,9.193,995.62382,150.012,143.376,1105.56,3850.368,110.0,4668.049,25.297,13.124
2018-09-07 16:00:00,3177.123,253.376,9.159,990.3345899999999,149.608,143.376,1105.56,3847.958,110.0,4780.05,24.851,13.26
2018-09-07 16:00:05,3177.145,253.723,9.136,1000.9130499999999,149.447,143.723,1105.56,3850.11,110.0,4836.05,24.554,13.421
2018-09-07 16:00:10,3177.174,253.723,9.107,1087.31019,149.827,143.723,1105.56,3875.712,110.0,5786.06,24.183,12.947
2018-09-07 16:00:15,3177.208,253.723,9.073,1197.51078,150.347,143.723,1105.56,3899.162,110.0,5995.062,24.154,12.592
2018-09-07 16:00:20,3177.241,253.376,9.04,1177.23476,150.742,143.376,1102.896,3909.014,110.0,5421.056,24.022,12.321
2018-09-07 16:00:25,3177.27,253.376,9.011,1196.92096,151.089,143.376,1102.896,3912.587,110.0,5488.057,23.683,11.298
2018-09-07 16:00:30,3177.304,253.723,8.977,1202.5051,151.332,143.723,1105.56,3917.562,110.0,5308.055,23.635,11.644
2018-09-07 16:00:35,3177.333,253.376,8.948,1227.19328,151.45,143.376,1102.896,3917.757,110.0,5366.056,23.296,11.258
2018-09-07 16:00:40,3177.377,253.376,8.904,1172.2366100000002,151.553,143.376,1102.896,3906.053,110.0,5296.055,23.829,11.636
2018-09-07 16:00:45,3177.406,253.723,8.875,1166.0664800000002,151.683,143.723,1105.56,3900.386,110.0,5286.055,23.49,10.864
2018-09-07 16:00:50,3177.44,253.376,8.841,1141.3821300000002,151.757,143.376,1102.896,3893.555,110.0,5120.053,23.025,11.226
2018-09-07 16:00:55,3177.474,253.03,8.807,1151.9605900000001,151.99,143.03,1102.896,3891.992,110.0,5118.053,23.429,10.703
2018-09-07 16:01:00,3177.508,253.376,8.773,1151.3746,152.007,143.376,1102.896,3891.534,110.0,5102.053,23.555,11.226
2018-09-07 16:01:05,3177.542,253.376,8.74,1172.2366100000002,151.96,143.376,1100.232,3897.291,110.0,5286.055,23.681,10.856
2018-09-07 16:01:10,3177.571,253.03,8.71,1198.3916800000002,151.828,143.03,1102.896,3900.187,110.0,5160.054,23.516,11.097
2018-09-07 16:01:15,3177.6,253.03,8.681,1128.74696,151.527,143.03,1102.896,3885.375,110.0,4956.052,23.351,11.805
2018-09-07 16:01:20,3177.634,253.723,8.647,1105.82441,151.065,143.723,1105.56,3877.834,110.0,4794.05,23.477,11.845
2018-09-07 16:01:25,3177.668,253.723,8.613,1089.7613900000001,150.498,143.723,1103.34,3872.123,110.0,4723.382,23.221,12.927
2018-09-07 16:01:30,3177.692,253.723,8.589,1116.1117900000002,150.164,143.723,1102.896,3874.209,110.0,5230.054,23.147,12.947
2018-09-07 16:01:35,3177.721,253.376,8.56,1137.1499800000001,150.273,143.376,1105.027,3885.169,110.0,5678.059,22.982,13.124
2018-09-07 16:01:40,3177.755,253.307,8.526,1216.88292,150.618,143.307,1102.789,3901.811,110.0,5617.658,23.108,12.604
2018-09-07 16:01:45,3177.784,253.723,8.497,1279.2085100000002,151.274,143.723,1105.56,3921.643,110.0,5826.061,22.943,11.974
2018-09-07 16:01:50,3177.823,253.376,8.458,1330.0440999999998,151.339,143.376,1102.896,3936.414,110.0,5866.061,23.36,11.708
2018-09-07 16:01:55,3177.857,253.376,8.424,1291.84368,151.598,143.376,1102.896,3931.089,110.0,5200.054,23.485,11.789
2018-09-07 16:02:00,3177.886,253.723,8.395,1306.24448,151.419,143.723,1105.56,3924.017,110.0,5352.056,22.932,11.411
2018-09-07 16:02:05,3177.92,253.723,8.361,1229.83598,151.647,143.723,1102.896,3915.352,110.0,5476.057,23.437,11.966
2018-09-07 16:02:10,3177.954,253.376,8.327,1249.52601,151.695,143.376,1102.896,3906.941,110.0,5634.059,23.558,11.25
2018-09-07 16:02:15,3177.983,253.723,8.298,1201.03821,151.65,143.723,1105.56,3904.372,110.0,5582.058,23.388,11.644
2018-09-07 16:02:20,3178.012,253.376,8.269,1218.96261,152.014,143.376,1102.896,3904.839,110.0,5270.055,23.218,11.057
2018-09-07 16:02:25,3178.041,253.376,8.24,1236.59593,151.859,143.376,1100.232,3908.003,110.0,5094.053,23.049,11.507
2018-09-07 16:02:30,3178.08,253.723,8.201,1204.56564,151.867,143.723,1105.56,3902.466,110.0,5402.056,23.461,11.355
2018-09-07 16:02:35,3178.114,253.376,8.167,1175.46913,151.795,143.376,1102.896,3895.819,110.0,5244.055,23.199,11.379
2018-09-07 16:02:40,3178.143,253.723,8.138,1176.35386,151.867,143.723,1105.56,3895.208,110.0,5654.059,23.413,11.371
2018-09-07 16:02:45,3178.172,253.723,8.109,1155.95911,151.854,143.723,1105.56,3889.225,110.0,5218.854,23.243,11.096
2018-09-07 16:02:50,3178.206,253.376,8.075,1131.97948,151.776,143.376,1102.896,3888.531,110.0,5212.054,22.981,11.491
2018-09-07 16:02:55,3178.24,253.723,8.041,1170.7697200000002,151.817,143.723,1105.56,3891.644,110.0,5408.056,23.485,11.25
2018-09-07 16:03:00,3178.274,253.376,8.007,1126.39534,151.868,143.376,1102.896,3887.644,110.0,5230.054,23.607,11.499
2018-09-07 16:03:05,3178.313,253.376,7.968,1164.89067,152.07,143.376,1100.232,3891.209,110.0,5226.054,24.019,10.808
2018-09-07 16:03:10,3178.347,253.376,7.934,1183.10998,152.095,143.376,1100.232,3901.3,110.0,5310.055,24.14,11.13
2018-09-07 16:03:15,3178.381,253.376,7.9,1186.05142,152.153,143.376,1105.56,3898.853,110.0,5312.055,24.261,10.631
2018-09-07 16:03:20,3178.415,253.03,7.866,1169.88499,152.24,143.03,1100.232,3894.862,110.0,5226.054,24.383,10.832
2018-09-07 16:03:25,3178.449,253.723,7.832,1154.0173,152.35,143.723,1102.896,3891.751,110.0,5338.056,24.121,10.784
2018-09-07 16:03:30,3178.473,253.03,7.808,1148.4369900000002,152.38,143.03,1102.896,3889.372,110.0,5038.052,24.043,10.848
2018-09-07 16:03:35,3178.512,253.376,7.769,1132.27056,152.348,143.376,1100.232,3890.632,110.0,5390.056,24.456,11.009
2018-09-07 16:03:40,3178.546,253.723,7.735,1131.97948,152.382,143.723,1102.896,3895.254,110.0,5338.056,24.577,10.76
2018-09-07 16:03:45,3178.575,253.723,7.706,1151.9605900000001,152.391,143.723,1105.56,3897.442,110.0,5324.055,24.606,10.784
2018-09-07 16:03:50,3178.609,253.723,7.672,1111.0638500000002,152.219,143.723,1105.56,3888.814,110.0,5205.054,24.528,10.936
2018-09-07 16:03:55,3178.643,253.723,7.638,1093.23903,152.362,143.723,1105.56,3885.532,110.0,5083.053,24.62,10.896
2018-09-07 16:04:00,3178.677,253.723,7.604,1089.9643800000001,152.455,143.723,1105.56,3882.866,110.0,5508.657,24.596,10.735
2018-09-07 16:04:05,3178.711,253.03,7.57,1125.80935,152.475,143.03,1100.232,3883.915,110.0,5148.054,24.572,10.896
2018-09-07 16:04:10,3178.745,253.376,7.536,1121.98701,152.299,143.376,1102.896,3883.192,110.0,5092.053,24.548,11.033
2018-09-07 16:04:15,3178.784,253.723,7.498,1150.78478,152.315,143.723,1105.56,3885.917,110.0,5064.053,24.815,10.591
2018-09-07 16:04:20,3178.818,253.376,7.464,1130.80367,152.251,143.376,1102.896,3882.213,110.0,5662.059,24.79,11.499
2018-09-07 16:04:25,3178.852,253.723,7.43,1147.84717,152.228,143.723,1102.896,3888.318,110.0,5244.055,24.766,10.953
2018-09-07 16:04:30,3178.885,253.376,7.396,1180.17237,152.27,143.376,1105.56,3899.565,110.0,5246.055,24.742,11.129
2018-09-07 16:04:35,3178.919,253.376,7.362,1167.8321099999998,152.387,143.376,1102.896,3893.276,110.0,5268.055,24.305,11.218
2018-09-07 16:04:40,3178.944,253.723,7.337,1151.07969,152.389,143.723,1105.56,3890.816,110.0,5104.053,24.111,10.88
2018-09-07 16:04:45,3178.987,253.376,7.294,1130.5087600000002,152.605,143.376,1105.56,3887.257,110.0,5240.055,24.669,10.952
2018-09-07 16:04:50,3179.021,253.723,7.26,1145.79046,152.589,143.723,1105.56,3889.28,110.0,5160.054,24.645,10.526
2018-09-07 16:04:55,3179.046,253.376,7.236,1154.8982,152.476,143.376,1100.232,3890.773,110.0,5200.054,24.048,10.912
2018-09-07 16:05:00,3179.08,253.723,7.202,1147.84717,152.222,143.723,1105.56,3890.519,110.0,5254.055,24.072,10.969
2018-09-07 16:05:05,3179.113,253.723,7.168,1174.24736,152.383,143.723,1105.56,3891.832,110.0,5171.72,24.097,10.869
2018-09-07 16:05:10,3179.147,253.376,7.134,1134.08598,152.575,143.376,1102.896,3885.588,110.0,5118.387,23.718,10.593
2018-09-07 16:05:15,3179.181,253.654,7.1,1133.69149,152.561,143.654,1105.027,3885.493,110.0,5435.723,24.145,10.707
2018-09-07 16:05:20,3179.215,253.03,7.066,1118.1685,152.605,143.03,1102.896,3880.897,110.0,5216.054,24.169,10.671
2018-09-07 16:05:25,3179.259,253.376,7.022,1112.58436,152.286,143.376,1102.896,3880.868,110.0,5078.053,24.776,10.977
2018-09-07 16:05:30,3179.288,253.723,6.993,1109.0569300000002,151.772,143.723,1105.56,3881.344,110.0,5336.055,24.509,11.523
2018-09-07 16:05:35,3179.322,253.376,6.959,1144.90956,151.537,143.376,1102.896,3890.449,110.0,5258.055,24.533,11.612
2018-09-07 16:05:40,3179.351,253.376,6.93,1168.71301,151.639,143.376,1102.896,3898.075,110.0,5704.059,24.266,12.175
2018-09-07 16:05:45,3179.385,253.723,6.896,1229.24999,151.718,143.723,1105.56,3914.871,110.0,5704.059,23.888,11.861
2018-09-07 16:05:50,3179.414,253.376,6.867,1249.8209200000001,151.984,143.376,1102.896,3915.306,110.0,5186.054,24.024,11.33
2018-09-07 16:05:55,3179.448,253.376,6.833,1233.9494,152.29,143.376,1102.896,3909.95,110.0,5092.053,24.058,11.339
2018-09-07 16:06:00,3179.477,253.723,6.804,1219.8435100000002,152.201,143.723,1105.56,3904.29,110.0,4956.052,23.839,10.913
2018-09-07 16:06:05,3179.502,253.376,6.78,1155.48802,152.005,143.376,1105.56,3897.644,110.0,4886.051,23.33,11.933
2018-09-07 16:06:10,3179.531,253.376,6.75,1161.36707,151.648,143.376,1102.896,3890.37,110.0,5146.054,23.112,11.475
2018-09-07 16:06:15,3179.565,253.434,6.717,1112.28945,151.353,143.434,1098.9,3884.939,110.0,5140.053,23.184,12.484
2018-09-07 16:06:20,3179.589,252.626,6.692,1108.4671099999998,150.704,142.626,1098.9,3878.408,110.0,5206.054,22.675,12.75
2018-09-07 16:06:25,3179.618,253.723,6.663,1101.4160800000002,150.347,143.723,1105.56,3878.585,110.0,5188.054,22.457,13.437
2018-09-07 16:06:30,3179.642,253.723,6.639,1146.3802799999999,150.068,143.723,1105.56,3883.428,110.0,5104.053,21.947,13.293
2018-09-07 16:06:35,3179.671,253.723,6.61,1072.9132200000001,149.526,143.723,1105.56,3870.658,110.0,4844.05,21.729,14.137
2018-09-07 16:06:40,3179.701,253.376,6.581,1050.87157,148.892,143.376,1102.896,3863.758,110.0,4794.05,21.511,14.523
2018-09-07 16:06:45,3179.725,253.723,6.556,1047.0492299999999,148.523,143.723,1102.896,3858.861,110.0,4914.051,21.001,15.319
2018-09-07 16:06:50,3179.754,253.03,6.527,1016.7845699999999,148.754,143.03,1102.896,3858.132,110.0,4792.05,20.783,14.869
2018-09-07 16:06:55,3179.778,253.723,6.503,1040.58419,149.174,143.723,1105.56,3857.929,110.0,4986.052,19.997,14.668
2018-09-07 16:07:00,3179.807,253.723,6.474,980.93194,149.447,143.723,1105.56,3859.337,110.0,4928.051,20.405,14.032
2018-09-07 16:07:05,3179.836,253.376,6.445,1009.1437199999999,149.309,143.376,1102.896,3857.998,110.0,4806.05,20.477,14.274
2018-09-07 16:07:10,3179.865,253.723,6.416,967.70695,149.047,143.723,1105.56,3853.659,110.0,4780.05,20.215,14.853
2018-09-07 16:07:15,3179.89,253.723,6.391,1012.96223,148.958,143.723,1102.896,3850.491,110.0,4970.052,20.332,14.539
2018-09-07 16:07:20,3179.919,253.03,6.362,1000.9130499999999,148.865,143.03,1100.232,3854.31,110.0,4654.048,20.405,15.239
2018-09-07 16:07:25,3179.953,253.376,6.328,1046.16833,148.541,143.376,1102.896,3855.37,110.0,4738.049,20.769,15.11
2018-09-07 16:07:30,3179.987,253.723,6.294,1044.45632,148.45,143.723,1105.56,3862.299,110.0,5171.72,21.132,15.573
2018-09-07 16:07:35,3180.026,232.571,6.256,1064.34168,148.488,143.723,1105.56,3865.987,110.0,5174.387,21.787,14.992
2018-09-07 16:07:40,3180.059,253.376,6.222,1084.07767,148.637,143.376,1102.896,3869.497,110.0,5150.054,22.151,15.536
2018-09-07 16:07:45,3180.093,253.723,6.188,1149.60897,148.21,143.723,1105.56,3879.109,110.0,5064.053,22.515,15.223
2018-09-07 16:07:50,3180.132,253.723,6.149,1145.4955499999999,147.675,143.723,1105.56,3891.131,110.0,4822.05,23.17,16.236
2018-09-07 16:07:55,3180.161,253.376,6.12,1181.3481800000002,147.741,143.376,1102.896,3889.801,110.0,5374.056,23.194,15.745
2018-09-07 16:08:00,3180.195,253.723,6.086,1151.3746,147.8,143.723,1105.56,3895.91,110.0,5554.058,23.316,15.97
