Date&Time,Bit depth (m),Total RPM,Hook height (m),Torque on bit (lbf.ft),Tension (klbf),Motor RPM,Mud flow (l/mn),SPP (psi),RPM top (rpm),Surface Torque (lbf.ft),ROP (m/h),WOB (klbf)
2018-09-07 04:51:55,3004.038,188.138,9.661,373.80034,158.899,128.138,985.68,3250.698,60.0,4496.047,17.971,3.675
2018-09-07 04:52:00,3004.072,187.792,9.627,392.90055,158.786,127.792,983.016,3260.523,60.0,4844.05,19.2,3.844
2018-09-07 04:52:05,3004.101,188.138,9.599,463.13509,158.745,128.138,985.68,3275.646,60.0,4712.049,20.086,3.9
2018-09-07 04:52:10,3004.135,188.138,9.564,479.88368,158.648,128.138,985.68,3280.648,60.0,4770.05,21.128,3.94
2018-09-07 04:52:15,3004.169,188.138,9.53,511.50415999999996,158.599,128.138,985.68,3289.976,60.0,4860.051,21.423,4.013
2018-09-07 04:52:20,3004.204,188.138,9.496,529.8422,158.624,128.138,985.68,3297.894,60.0,4750.049,21.719,4.013
2018-09-07 04:52:25,3004.238,188.138,9.461,553.82183,158.519,128.138,985.68,3296.394,60.0,4694.049,22.015,4.067
2018-09-07 04:52:30,3004.267,188.138,9.433,562.46231,158.565,128.138,985.68,3300.681,60.0,4846.05,21.968,4.133
2018-09-07 04:52:35,3004.301,187.792,9.399,556.29218,158.491,127.792,983.016,3299.662,60.0,4616.048,21.911,4.109
2018-09-07 04:52:40,3004.329,188.138,9.37,537.19197,158.614,128.138,985.68,3297.509,60.0,4700.049,22.216,3.964
2018-09-07 04:52:45,3004.364,188.138,9.336,566.8706400000001,158.667,128.138,985.68,3302.633,60.0,4626.048,22.512,3.964
2018-09-07 04:52:50,3004.392,187.792,9.307,560.70051,158.562,127.792,983.016,3304.838,60.0,4684.049,22.465,3.997
2018-09-07 04:52:55,3004.427,188.069,9.273,532.07892,158.487,128.069,985.147,3307.302,60.0,4914.851,22.761,4.08
2018-09-07 04:53:00,3004.455,188.138,9.244,522.79117,158.525,128.138,985.68,3307.675,60.0,4524.047,22.713,4.206
2018-09-07 04:53:05,3004.489,188.138,9.21,554.4691,158.532,128.138,985.68,3316.491,60.0,4716.849,23.009,4.082
2018-09-07 04:53:10,3004.524,188.138,9.176,596.8442200000001,158.653,128.138,985.68,3313.715,60.0,4616.048,23.269,3.852
2018-09-07 04:53:15,3004.552,169.28,9.147,573.0407700000001,158.601,128.138,985.68,3306.975,60.0,4832.05,23.04,4.061
2018-09-07 04:53:20,3004.587,188.138,9.113,560.11452,158.572,128.138,985.68,3303.448,60.0,4900.051,23.154,4.222
2018-09-07 04:53:25,3004.621,188.138,9.079,552.17876,158.69,128.138,985.68,3302.273,60.0,4644.048,23.269,3.892
2018-09-07 04:53:30,3004.649,188.138,9.05,558.93488,158.641,128.138,985.68,3301.985,60.0,4806.05,23.04,3.956
2018-09-07 04:53:35,3004.683,187.792,9.016,557.46799,158.527,127.792,983.016,3306.787,60.0,4600.048,23.135,4.117
2018-09-07 04:53:40,3004.713,188.138,8.987,571.5738799999999,158.378,128.138,985.68,3310.003,60.0,4916.051,22.938,4.31
2018-09-07 04:53:45,3004.737,188.138,8.963,554.53038,158.455,128.138,985.68,3306.417,60.0,4792.05,22.062,4.399
2018-09-07 04:53:50,3004.761,188.138,8.938,546.71335,158.334,128.138,985.68,3303.045,60.0,4838.45,21.963,4.362
2018-09-07 04:53:55,3004.79,188.138,8.909,543.94809,158.418,128.138,985.68,3300.655,60.0,4904.051,21.767,4.214
2018-09-07 04:54:00,3004.824,188.138,8.875,543.06719,158.181,128.138,985.68,3296.881,60.0,4616.048,21.862,4.656
2018-09-07 04:54:05,3004.863,188.138,8.837,568.04645,157.9,128.138,985.68,3304.713,60.0,4876.051,22.247,4.945
2018-09-07 04:54:10,3004.897,188.138,8.803,574.8064,157.592,128.138,985.68,3314.007,60.0,5218.054,22.357,5.259
2018-09-07 04:54:15,3004.931,188.138,8.769,623.05674,157.246,128.138,985.68,3321.509,60.0,5155.654,22.524,5.651
2018-09-07 04:54:20,3004.97,187.446,8.73,699.40779,157.171,127.446,980.352,3338.78,60.0,5176.054,22.983,5.846
2018-09-07 04:54:25,3005.004,188.138,8.696,749.6573900000001,157.057,128.138,985.68,3356.472,60.0,5436.057,23.151,5.854
2018-09-07 04:54:30,3005.038,187.792,8.662,764.3492699999999,157.082,127.792,983.016,3357.666,60.0,5240.055,23.318,5.822
2018-09-07 04:54:35,3005.072,188.138,8.628,764.64418,157.137,128.138,985.68,3357.549,60.0,5314.055,23.486,5.862
2018-09-07 04:54:40,3005.11,188.138,8.589,779.63097,157.187,128.138,985.68,3358.512,60.0,5474.057,23.944,5.677
2018-09-07 04:54:45,3005.149,187.792,8.55,740.54582,157.009,127.792,983.016,3355.129,60.0,5350.056,24.403,5.798
2018-09-07 04:54:50,3005.178,188.138,8.521,753.18482,157.007,128.138,985.68,3357.96,60.0,5190.054,24.28,5.895
2018-09-07 04:54:55,3005.212,188.138,8.487,757.88423,157.092,128.138,985.68,3362.46,60.0,5218.054,24.447,5.717
2018-09-07 04:55:00,3005.246,187.792,8.453,795.49866,156.908,127.792,983.016,3366.213,60.0,5162.054,24.615,6.119
2018-09-07 04:55:05,3005.29,188.069,8.41,800.61171,156.855,128.069,985.147,3365.315,60.0,5414.456,25.365,6.113
2018-09-07 04:55:10,3005.333,188.138,8.366,774.6328199999999,156.438,128.138,983.016,3366.054,60.0,5380.056,26.052,6.482
2018-09-07 04:55:15,3005.377,187.446,8.322,809.89946,155.992,127.446,983.016,3375.804,60.0,5552.058,26.488,7.133
2018-09-07 04:55:20,3005.421,187.792,8.279,895.1207899999999,155.72,127.792,983.016,3391.413,60.0,5732.06,26.925,7.293
2018-09-07 04:55:25,3005.464,188.138,8.235,939.79008,155.437,128.138,985.68,3405.613,60.0,5624.058,26.925,7.712
2018-09-07 04:55:30,3005.503,188.138,8.196,952.7201600000001,155.318,128.138,985.68,3415.125,60.0,5840.061,27.507,7.72
2018-09-07 04:55:35,3005.547,187.792,8.153,990.45332,155.222,127.792,983.016,3420.335,60.0,5906.061,27.944,7.873
2018-09-07 04:55:40,3005.591,188.069,8.109,1032.67524,155.125,128.069,985.147,3429.188,60.0,5809.26,28.38,8.016
2018-09-07 04:55:45,3005.629,188.138,8.07,1074.0852,154.855,128.138,985.68,3441.779,60.0,5610.058,28.526,8.283
2018-09-07 04:55:50,3005.668,188.138,8.031,1049.69576,154.814,128.138,985.68,3433.95,60.0,5748.06,28.671,8.363
2018-09-07 04:55:55,3005.717,187.792,7.983,1012.66732,154.857,127.792,983.016,3427.741,60.0,5926.062,29.399,8.387
2018-09-07 04:56:00,3005.76,187.792,7.939,1011.49151,154.977,127.792,983.016,3427.099,60.0,5924.062,29.399,8.21
2018-09-07 04:56:05,3005.794,187.792,7.905,1069.38579,155.062,127.792,983.016,3434.095,60.0,5748.06,29.69,8.138
2018-09-07 04:56:10,3005.833,187.446,7.866,1054.10409,155.074,127.446,980.352,3434.45,60.0,5760.06,29.777,8.122
2018-09-07 04:56:15,3005.877,188.138,7.823,1059.68823,155.054,128.138,985.68,3436.751,60.0,5678.059,29.923,8.25
2018-09-07 04:56:20,3005.916,188.138,7.784,1064.09656,154.926,128.138,985.68,3440.545,60.0,6088.063,29.777,8.315
2018-09-07 04:56:25,3005.954,188.138,7.745,1037.35167,155.178,128.138,985.68,3435.67,60.0,5772.06,29.632,8.009
2018-09-07 04:56:30,3005.998,187.446,7.701,1033.82807,155.148,127.446,980.352,3434.04,60.0,5678.059,29.777,8.074
2018-09-07 04:56:35,3006.042,187.446,7.658,1046.46324,155.117,127.446,983.016,3433.395,60.0,5706.059,29.923,8.049
2018-09-07 04:56:40,3006.081,188.138,7.619,1051.16648,155.107,128.138,985.68,3437.556,60.0,5748.06,29.777,8.058
2018-09-07 04:56:45,3006.119,188.138,7.58,1070.5616,154.969,128.138,985.68,3444.373,60.0,5840.061,29.632,8.291
2018-09-07 04:56:50,3006.163,187.792,7.536,1064.97746,154.876,127.792,983.016,3443.073,60.0,5854.061,29.777,8.403
2018-09-07 04:56:55,3006.202,188.069,7.498,1052.57592,154.91,128.069,982.483,3439.206,60.0,5688.859,29.632,8.331
2018-09-07 04:57:00,3006.246,187.792,7.454,1065.85836,154.827,127.792,985.68,3445.176,60.0,5772.06,29.777,8.259
2018-09-07 04:57:05,3006.284,188.138,7.415,1094.6561299999998,154.856,128.138,985.68,3445.062,60.0,5878.061,29.632,8.306
2018-09-07 04:57:10,3006.338,187.792,7.362,1037.06059,154.818,127.792,983.016,3438.27,60.0,5784.06,30.36,8.395
2018-09-07 04:57:15,3006.381,188.138,7.318,1041.46892,154.417,128.138,985.68,3434.857,60.0,5852.061,30.505,8.773
2018-09-07 04:57:20,3006.43,188.138,7.27,1055.57098,154.38,128.138,985.68,3437.091,60.0,5976.062,30.942,8.95
2018-09-07 04:57:25,3006.464,187.792,7.236,1075.2610100000002,154.161,127.792,983.016,3441.617,60.0,6088.063,30.505,9.255
2018-09-07 04:57:30,3006.517,188.138,7.182,1080.25916,154.108,128.138,985.68,3444.248,60.0,5926.062,30.738,9.232
2018-09-07 04:57:35,3006.556,187.446,7.143,1105.82441,154.087,127.446,980.352,3450.767,60.0,6058.063,31.087,9.312
2018-09-07 04:57:40,3006.6,187.792,7.1,1166.36139,153.912,127.792,980.352,3464.984,60.0,6212.065,31.233,9.449
2018-09-07 04:57:45,3006.643,188.138,7.056,1210.44086,153.977,128.138,985.68,3476.733,60.0,5926.062,31.378,9.393
2018-09-07 04:57:50,3006.692,187.792,7.008,1179.29147,153.89,127.792,983.016,3475.241,60.0,6004.062,31.815,9.513
2018-09-07 04:57:55,3006.736,187.446,6.964,1179.88129,154.116,127.446,980.352,3472.31,60.0,6158.064,31.961,9.36
2018-09-07 04:58:00,3006.779,188.138,6.92,1201.33312,154.008,128.138,985.68,3470.091,60.0,5966.062,32.106,9.424
2018-09-07 04:58:05,3006.828,187.446,6.872,1201.6242,153.782,127.446,983.016,3474.94,60.0,6252.065,32.543,9.633
2018-09-07 04:58:10,3006.871,187.792,6.828,1202.5051,153.951,127.792,983.016,3477.727,60.0,6060.063,32.649,9.376
2018-09-07 04:58:15,3006.915,188.138,6.784,1204.56564,153.709,128.138,985.68,3481.298,60.0,6154.064,32.601,9.666
2018-09-07 04:58:20,3006.968,188.138,6.731,1217.20081,153.688,128.138,985.68,3482.945,60.0,6224.065,33.135,9.786
2018-09-07 04:58:25,3007.012,188.138,6.687,1221.0193199999999,153.576,128.138,985.68,3481.208,60.0,6114.064,32.552,9.899
2018-09-07 04:58:30,3007.046,187.792,6.653,1184.2857900000001,152.223,127.792,983.016,3476.37,60.0,6344.066,32.455,11.54
2018-09-07 04:58:35,3007.085,188.138,6.615,1159.8963500000002,151.106,128.138,985.68,3468.478,60.0,6140.064,32.116,12.762
2018-09-07 04:58:40,3007.124,188.138,6.576,1173.41242,150.359,128.138,985.68,3469.28,60.0,5906.061,31.776,13.815
2018-09-07 04:58:45,3007.158,187.792,6.542,1154.0173,149.993,127.792,983.016,3465.642,60.0,5774.06,31.146,14.33
2018-09-07 04:58:50,3007.196,187.792,6.503,1120.51629,149.793,127.792,983.016,3454.957,60.0,5854.061,30.806,14.113
2018-09-07 04:58:55,3007.235,188.138,6.464,1074.38011,150.171,128.138,985.68,3445.318,60.0,5678.059,30.466,13.63
2018-09-07 04:59:00,3007.269,187.792,6.43,1088.19109,150.563,127.792,983.016,3446.207,60.0,5566.058,29.836,13.614
2018-09-07 04:59:05,3007.308,187.792,6.391,1079.08335,150.679,127.792,983.016,3441.886,60.0,5610.058,29.496,13.341
2018-09-07 04:59:10,3007.347,188.138,6.353,1027.06812,150.791,128.138,985.68,3430.031,60.0,5244.055,29.21,13.035
2018-09-07 04:59:15,3007.381,187.792,6.319,965.6502399999999,150.879,127.792,983.016,3416.216,60.0,5566.058,28.846,15.056
2018-09-07 04:59:20,3007.415,169.28,6.285,936.5575600000001,150.931,128.138,985.68,3410.585,60.0,5444.057,28.482,18.282
2018-09-07 04:59:25,3007.449,188.138,6.251,929.21162,151.359,128.138,983.016,3404.007,60.0,5524.057,28.118,17.711
2018-09-07 04:59:30,3007.487,187.792,6.212,931.5594100000001,151.516,127.792,985.68,3402.636,60.0,5580.058,28.046,17.695
2018-09-07 04:59:35,3007.526,187.792,6.173,938.02828,151.388,127.792,983.016,3403.591,60.0,5622.058,27.973,17.687
2018-09-07 04:59:40,3007.555,188.138,6.144,900.41002,151.432,128.138,985.68,3400.015,60.0,5226.054,27.318,17.638
2018-09-07 04:59:45,3007.589,188.138,6.11,897.1775,151.545,128.138,985.68,3392.659,60.0,5202.054,26.954,17.437
2018-09-07 04:59:50,3007.628,187.792,6.071,852.51204,151.887,127.792,983.016,3381.945,60.0,5200.054,26.881,17.14
2018-09-07 04:59:55,3007.662,188.138,6.037,863.9714,151.879,128.138,985.68,3388.517,60.0,5364.056,26.517,17.228
2018-09-07 05:00:00,3007.701,188.138,5.999,870.4364400000001,151.666,128.138,985.68,3389.863,60.0,5298.055,26.445,17.494
2018-09-07 05:00:05,3007.735,187.792,5.965,884.24742,152.046,127.792,983.016,3390.614,60.0,5092.053,26.081,16.73
2018-09-07 05:00:10,3007.777,188.138,5.923,855.44965,153.865,128.138,983.016,3388.415,60.0,5134.053,26.231,15.033
2018-09-07 05:00:15,3007.826,188.138,5.874,865.4382899999999,155.184,128.138,985.68,3390.305,60.0,5324.055,26.983,13.473
2018-09-07 05:00:20,3007.875,188.138,5.824,909.5215900000001,156.206,128.138,985.68,3401.044,60.0,5598.058,27.734,12.379
2018-09-07 05:00:25,3007.93,188.138,5.77,924.80329,155.818,128.138,985.68,3403.861,60.0,5528.057,28.374,12.757
2018-09-07 05:00:30,3007.979,187.792,5.721,961.2419100000001,155.299,127.792,983.016,3408.11,60.0,5498.057,29.126,13.401
2018-09-07 05:00:35,3008.022,188.138,5.677,987.6880600000001,155.08,128.138,985.68,3413.63,60.0,5566.058,29.989,13.875
2018-09-07 05:00:40,3008.071,188.138,5.628,995.03783,154.996,128.138,985.68,3422.51,60.0,5502.057,30.741,13.827
2018-09-07 05:00:45,3008.131,187.792,5.568,1008.2589899999999,154.894,127.792,983.016,3427.67,60.0,5762.06,32.148,13.964
2018-09-07 05:00:50,3008.175,187.792,5.524,1038.2364,154.862,127.792,983.016,3436.08,60.0,5450.057,32.572,13.915
2018-09-07 05:00:55,3008.224,188.138,5.475,1066.44435,154.948,128.138,985.68,3443.009,60.0,5734.06,33.324,13.891
2018-09-07 05:01:00,3008.273,169.28,5.426,1056.45571,154.952,128.138,985.68,3441.674,60.0,5648.059,34.075,13.859
2018-09-07 05:01:05,3008.322,187.792,5.377,1052.63337,155.087,127.792,983.016,3437.608,60.0,5692.059,34.827,13.754
2018-09-07 05:01:10,3008.366,188.138,5.333,1052.92828,155.134,128.138,985.68,3443.307,60.0,5718.059,35.112,13.569
2018-09-07 05:01:15,3008.41,188.138,5.29,1042.6409,155.415,128.138,985.68,3435.414,60.0,5474.057,34.839,13.28
2018-09-07 05:01:20,3008.459,188.138,5.241,1034.41406,155.621,128.138,985.68,3434.706,60.0,5552.058,34.894,13.111
2018-09-07 05:01:25,3008.513,188.138,5.186,1056.45571,155.673,128.138,983.016,3437.221,60.0,5420.056,35.276,13.103
2018-09-07 05:01:30,3008.568,187.792,5.131,1047.05306,155.768,127.792,983.016,3437.989,60.0,5584.058,35.658,13.023
2018-09-07 05:01:35,3008.623,188.138,5.077,1049.40085,155.656,128.138,985.68,3436.325,60.0,5636.059,36.04,13.215
2018-09-07 05:01:40,3008.677,188.138,5.022,1057.6315200000001,155.626,128.138,985.68,3444.004,60.0,5538.058,36.422,13.063
2018-09-07 05:01:45,3008.732,188.138,4.968,1049.9906700000001,155.467,128.138,985.68,3439.232,60.0,5530.058,36.804,13.352
2018-09-07 05:01:50,3008.786,187.792,4.913,1056.45571,155.577,127.792,983.016,3438.147,60.0,5538.058,37.186,13.28
2018-09-07 05:01:55,3008.841,188.138,4.859,1042.9358100000002,155.8,128.138,985.68,3434.513,60.0,5608.058,37.568,13.095
2018-09-07 05:02:00,3008.906,187.792,4.793,1025.8923100000002,155.915,127.792,983.016,3425.993,60.0,5434.056,38.604,12.814
2018-09-07 05:02:05,3008.961,188.138,4.738,994.44801,156.137,128.138,985.68,3423.141,60.0,5486.057,38.986,12.628
2018-09-07 05:02:10,3009.016,188.138,4.684,1010.3157000000001,156.122,128.138,985.68,3426.37,60.0,5558.058,39.303,12.604
2018-09-07 05:02:15,3009.07,187.792,4.629,994.44801,156.189,127.792,983.016,3425.717,60.0,5470.057,39.358,12.476
2018-09-07 05:02:20,3009.125,187.792,4.575,984.75045,156.292,127.792,983.016,3419.337,60.0,5244.055,39.412,12.468
2018-09-07 05:02:25,3009.185,188.138,4.515,992.6862100000001,156.326,128.138,985.68,3419.229,60.0,5446.057,39.794,12.459
2018-09-07 05:02:30,3009.239,187.792,4.46,950.0736300000001,156.431,127.792,983.016,3411.765,60.0,5324.055,39.849,12.323
2018-09-07 05:02:35,3009.294,188.138,4.406,969.17384,156.555,128.138,985.68,3414.874,60.0,5418.056,39.903,12.178
2018-09-07 05:02:40,3009.338,188.138,4.362,984.45554,156.517,128.138,985.68,3421.246,60.0,5524.057,38.659,12.186
2018-09-07 05:02:45,3009.398,187.792,4.302,979.1663100000001,156.462,127.792,983.016,3418.82,60.0,5554.058,39.685,12.452
2018-09-07 05:02:50,3009.452,188.138,4.247,979.1663100000001,156.315,128.138,983.016,3419.635,60.0,5408.056,39.74,12.468
2018-09-07 05:02:55,3009.148,187.792,4.193,1020.60308,156.24,127.792,985.68,3429.178,60.0,5558.058,39.794,12.468
2018-09-07 05:03:00,3009.561,188.138,4.138,1030.59555,156.104,128.138,985.68,3433.326,60.0,5638.059,39.849,12.789
2018-09-07 05:03:05,3009.616,187.792,4.084,1032.65226,156.126,127.792,983.016,3430.798,60.0,5582.058,39.903,12.806
2018-09-07 05:03:10,3009.681,188.138,4.018,1039.9982,155.922,128.138,985.68,3431.832,60.0,5584.058,40.602,13.119
2018-09-07 05:03:15,3009.736,187.792,3.964,1023.24578,155.73,127.792,983.016,3434.939,60.0,5742.06,39.947,13.224
2018-09-07 05:03:20,3009.78,187.792,3.92,1042.34982,155.849,127.792,983.016,3434.862,60.0,5584.058,39.947,13.199
2018-09-07 05:03:25,3009.834,188.138,3.865,1055.2799,155.695,128.138,985.68,3438.063,60.0,5380.056,39.947,13.368
2018-09-07 05:03:30,3009.889,188.138,3.811,1054.3990000000001,155.702,128.138,985.68,3436.508,60.0,5582.058,39.947,13.417
2018-09-07 05:03:35,3009.938,188.138,3.762,1064.68255,155.629,128.138,983.016,3442.669,60.0,5718.059,39.619,13.441
2018-09-07 05:03:40,3009.992,187.446,3.707,1132.56547,155.345,127.446,983.016,3453.513,60.0,5646.059,39.619,13.762
2018-09-07 05:03:45,3010.047,188.138,3.653,1081.72605,155.411,128.138,985.68,3446.519,60.0,5678.059,39.619,13.658
2018-09-07 05:03:50,3010.096,187.792,3.603,1073.49921,155.225,127.792,983.016,3443.326,60.0,5596.058,39.292,13.915
2018-09-07 05:03:55,3010.151,188.138,3.549,1069.67687,155.286,128.138,985.68,3439.702,60.0,5612.058,39.292,14.18
2018-09-07 05:04:00,3010.205,188.138,3.494,1037.64658,155.377,128.138,985.68,3433.757,60.0,5678.059,39.292,14.036
2018-09-07 05:04:05,3010.254,187.792,3.445,1033.82807,155.348,127.792,983.016,3433.842,60.0,5530.058,38.965,13.915
2018-09-07 05:04:10,3010.309,188.138,3.391,1052.63337,155.409,128.138,983.016,3436.713,60.0,5678.059,38.981,13.73
2018-09-07 05:04:15,3010.363,187.792,3.336,1075.55592,155.378,127.792,985.68,3441.88,60.0,5742.06,39.063,13.754
2018-09-07 05:04:20,3010.413,187.446,3.287,1036.7656800000002,155.481,127.446,980.352,3435.437,60.0,5580.058,38.817,13.795
2018-09-07 05:04:25,3010.478,188.138,3.221,1021.1890700000001,155.643,128.138,983.016,3433.04,60.0,5800.06,39.554,13.521
2018-09-07 05:04:30,3010.533,187.792,3.167,1016.48966,155.595,127.792,983.016,3430.274,60.0,5636.059,39.636,13.497
2018-09-07 05:04:35,3010.587,187.446,3.112,1023.8356,155.391,127.446,983.016,3433.247,60.0,5654.059,39.718,13.867
2018-09-07 05:04:40,3010.636,188.138,3.063,1048.81486,155.301,128.138,985.68,3438.929,60.0,5612.058,39.472,13.867
2018-09-07 05:04:45,3010.691,188.138,3.009,1068.20998,155.154,128.138,985.68,3440.037,60.0,5526.057,39.554,14.02
2018-09-07 05:04:50,3010.74,188.138,2.959,1055.57481,155.127,128.138,985.68,3439.77,60.0,5608.058,39.308,14.02
2018-09-07 05:04:55,3010.795,188.138,2.905,1089.66181,155.121,128.138,985.68,3445.969,60.0,5798.06,39.39,14.108
2018-09-07 05:05:00,3010.838,187.792,2.861,1109.0569300000002,155.143,127.792,983.016,3454.011,60.0,5612.058,38.817,14.06
2018-09-07 05:05:05,3010.887,187.792,2.812,1079.9642500000002,155.094,127.792,983.016,3444.319,60.0,5770.06,38.572,14.213
2018-09-07 05:05:10,3010.942,188.138,2.758,1040.29311,155.052,128.138,985.68,3436.902,60.0,5814.06,38.648,14.301
2018-09-07 05:05:15,3010.991,187.792,2.708,1018.5463700000001,155.273,127.792,983.016,3432.138,60.0,5650.059,38.375,13.907
2018-09-07 05:05:20,3011.046,187.792,2.654,1032.35735,155.328,127.792,983.016,3432.024,60.0,5674.059,38.43,13.835
2018-09-07 05:05:25,3011.1,188.138,2.599,1034.11915,155.584,128.138,983.016,3430.861,60.0,5650.059,38.484,13.57
2018-09-07 05:05:30,3011.149,187.792,2.55,1015.6087600000001,155.569,127.792,985.68,3431.432,60.0,5790.06,38.212,13.577
2018-09-07 05:05:35,3011.215,188.138,2.485,1028.8299200000001,155.451,128.138,985.68,3431.448,60.0,5678.059,38.921,13.843
2018-09-07 05:05:40,3011.269,187.792,2.43,999.73724,155.541,127.792,980.352,3426.104,60.0,5734.06,38.332,13.521
2018-09-07 05:05:45,3011.313,187.792,2.386,963.29862,155.617,127.792,985.68,3415.727,60.0,5566.058,38.375,13.569
2018-09-07 05:05:50,3011.373,187.792,2.326,989.45369,155.499,127.792,983.016,3418.226,60.0,5676.059,38.757,13.786
2018-09-07 05:05:55,3011.428,188.138,2.272,998.26652,155.513,128.138,985.68,3420.206,60.0,5814.06,38.812,13.602
2018-09-07 05:06:00,3011.488,188.138,2.212,1005.32138,155.453,128.138,985.68,3427.741,60.0,5734.06,39.194,13.682
2018-09-07 05:06:05,3011.542,188.138,2.157,1020.30817,155.566,128.138,985.68,3432.719,60.0,5674.059,39.248,13.634
2018-09-07 05:06:10,3011.602,188.138,2.097,1025.01141,155.65,128.138,983.016,3431.846,60.0,5774.06,39.614,13.505
2018-09-07 05:06:15,3011.662,187.792,2.037,1064.68255,155.957,127.792,985.68,3440.439,60.0,5734.06,39.914,13.312
2018-09-07 05:06:20,3011.717,188.138,1.983,1071.4425,156.075,128.138,985.68,3443.19,60.0,5636.059,39.887,13.264
2018-09-07 05:06:25,3011.733,188.138,1.966,1032.9471700000001,156.444,128.138,985.68,3434.771,60.0,5840.061,37.568,12.974
2018-09-07 05:06:30,3011.733,188.138,1.966,1010.6106100000001,157.867,128.138,985.68,3421.88,60.0,5228.054,34.266,11.398
2018-09-07 05:06:35,3011.771,187.792,1.928,823.7104400000001,159.746,127.792,983.016,3379.788,60.0,4452.046,33.256,9.058
2018-09-07 05:06:40,3011.837,188.138,1.863,692.35293,159.528,128.138,985.68,3344.539,60.0,4532.047,33.884,9.331
2018-09-07 05:06:45,3011.902,188.138,1.797,656.79521,158.594,128.138,985.68,3330.804,60.0,4904.051,34.512,10.353
2018-09-07 05:06:50,3011.979,187.446,1.721,691.1771200000001,158.048,127.446,980.352,3339.381,60.0,5068.053,35.794,10.948
2018-09-07 05:06:55,3012.039,188.138,1.661,733.4947900000001,157.357,128.138,985.68,3351.716,60.0,5594.058,35.434,11.8
2018-09-07 05:07:00,3012.088,188.138,1.612,781.68768,157.132,128.138,985.68,3360.886,60.0,5474.057,35.739,11.961
2018-09-07 05:07:05,3012.153,188.138,1.546,788.44763,156.883,128.138,985.68,3368.599,60.0,5366.056,36.367,12.299
2018-09-07 05:07:10,3012.213,188.138,1.486,840.16795,156.768,128.138,983.016,3380.624,60.0,5758.06,36.722,12.492
2018-09-07 05:07:15,3012.273,187.792,1.426,866.9090100000001,156.599,127.792,985.68,3389.402,60.0,5756.06,37.295,12.58
2018-09-07 05:07:20,3012.334,187.792,1.366,911.87321,156.356,127.792,983.016,3399.773,60.0,5516.057,37.868,12.846
2018-09-07 05:07:25,3012.394,188.138,1.306,936.84864,156.488,128.138,985.68,3404.432,60.0,5692.059,38.441,12.838
2018-09-07 05:07:30,3012.448,188.138,1.251,937.14355,156.407,128.138,985.68,3406.578,60.0,5500.057,38.081,12.781
2018-09-07 05:07:35,3012.508,187.446,1.191,979.7561300000001,156.595,127.446,980.352,3416.991,60.0,5580.058,39.259,12.677
2018-09-07 05:07:40,3012.568,187.792,1.131,960.3610100000001,156.387,127.792,983.016,3414.054,60.0,5528.057,39.832,12.966
2018-09-07 05:07:45,3012.628,169.28,1.071,958.30047,156.563,128.138,985.68,3409.102,60.0,5610.058,40.405,12.773
2018-09-07 05:07:50,3012.688,188.138,1.011,891.30228,156.529,128.138,985.68,3392.808,60.0,5254.055,40.978,12.789
2018-09-07 05:07:55,3012.748,187.792,0.951,869.2606300000001,156.583,127.792,983.016,3389.274,60.0,5422.056,41.551,12.773
2018-09-07 05:08:00,3012.819,188.138,0.88,893.94498,156.619,128.138,985.68,3391.432,60.0,5394.056,42.779,12.822
2018-09-07 05:08:05,3012.879,187.792,0.82,870.14153,156.431,127.792,983.016,3390.753,60.0,5336.055,42.746,13.039
2018-09-07 05:08:10,3012.939,188.138,0.76,890.7124600000001,156.492,128.138,985.68,3395.112,60.0,5306.055,43.09,12.805
2018-09-07 05:08:15,3012.988,188.138,0.711,877.78238,156.187,128.138,985.68,3391.471,60.0,5488.057,43.156,13.159
2018-09-07 05:08:20,3013.048,188.138,0.651,854.2738400000001,156.129,128.138,985.68,3388.994,60.0,5338.056,43.156,13.095
2018-09-07 05:08:25,3013.103,188.138,0.596,847.21898,156.014,128.138,983.016,3386.653,60.0,5280.055,42.828,13.473
2018-09-07 05:08:30,3013.163,188.138,0.536,839.28705,155.91,128.138,985.68,3383.696,60.0,5636.059,42.828,13.481
2018-09-07 05:08:35,3013.218,188.138,0.482,872.7880600000001,155.024,128.138,985.68,3386.172,60.0,5432.057,42.501,14.591
2018-09-07 05:08:40,3013.272,188.138,0.427,863.0905,154.647,128.138,985.68,3385.829,60.0,5298.055,42.173,14.856
2018-09-07 05:08:45,3013.327,188.138,0.373,823.41936,154.55,128.138,985.68,3381.747,60.0,5296.055,41.846,15.186
2018-09-07 05:08:50,3013.241,187.446,0.46,863.67649,156.394,127.446,980.352,3387.884,60.0,5216.054,38.572,8.782
2018-09-07 05:32:55,3013.353,187.792,29.317,968.00186,161.287,127.792,983.016,3272.463,60.0,4728.049,46.937,7.969
2018-09-07 05:33:00,3013.385,188.138,29.285,988.57279,161.245,128.138,985.68,3276.995,60.0,4700.049,45.28,8.001
2018-09-07 05:33:05,3013.418,188.138,29.252,1014.72403,161.158,128.138,985.68,3283.851,60.0,4672.049,43.624,8.09
2018-09-07 05:33:10,3013.457,188.138,29.213,1033.2382499999999,161.072,128.138,985.68,3287.976,60.0,4738.049,41.578,8.154
2018-09-07 05:33:15,3013.502,187.792,29.168,1022.36488,160.684,127.792,983.016,3285.152,60.0,4630.048,41.614,8.661
